10.00 	2.592E+02 
15.00 	1.609E+02 
20.00 	1.079E+02 
25.00 	7.606E+01 
30.00 	5.555E+01 
35.00 	4.165E+01 
40.00 	3.186E+01 
45.00 	2.484E+01 
50.00 	1.965E+01 
55.00 	1.574E+01 
60.00 	1.279E+01 
65.00 	1.048E+01 
70.00 	8.654E+00 
75.00 	7.222E+00 
80.00 	6.066E+00 
85.00 	5.125E+00 
90.00 	4.360E+00 
95.00 	3.735E+00 
100.00 	3.214E+00 
105.00 	2.781E+00 
110.00 	2.418E+00 
115.00 	2.110E+00 
120.00 	1.848E+00 
125.00 	1.627E+00 
130.00 	1.437E+00 
135.00 	1.272E+00 
140.00 	1.131E+00 
145.00 	1.009E+00 
150.00 	9.016E-01 
160.00 	7.268E-01 
170.00 	5.915E-01 
180.00 	4.862E-01 
190.00 	4.025E-01 
200.00 	3.361E-01 
210.00 	2.826E-01 
220.00 	2.392E-01 
230.00 	2.037E-01 
240.00 	1.743E-01 
250.00 	1.500E-01 
260.00 	1.297E-01 
270.00 	1.127E-01 
280.00 	9.828E-02 
290.00 	8.609E-02 
300.00 	7.567E-02 
310.00 	6.677E-02 
320.00 	5.910E-02 
330.00 	5.247E-02 
340.00 	4.675E-02 
350.00 	4.175E-02 
360.00 	3.738E-02 
370.00 	3.357E-02 
380.00 	3.022E-02 
390.00 	2.726E-02 
400.00 	2.464E-02 
410.00 	2.233E-02 
420.00 	2.026E-02 
430.00 	1.842E-02 
440.00 	1.679E-02 
450.00 	1.532E-02 
460.00 	1.401E-02 
470.00 	1.283E-02 
480.00 	1.176E-02 
490.00 	1.081E-02 
500.00 	9.937E-03 
550.00 	6.667E-03 
600.00 	4.601E-03 
650.00 	3.249E-03 
700.00 	2.342E-03 
750.00 	1.718E-03 
800.00 	1.278E-03 
850.00 	9.639E-04 
900.00 	7.353E-04 
950.00 	5.665E-04 
1000.00 	4.405E-04 
1050.00 	3.454E-04 
1100.00 	2.728E-04 
1150.00 	2.169E-04 
1200.00 	1.734E-04 
1250.00 	1.395E-04 
1300.00 	1.127E-04 
1350.00 	9.152E-05 
1400.00 	7.462E-05 
1450.00 	6.108E-05 
1500.00 	5.017E-05 
1550.00 	4.135E-05 
1600.00 	3.418E-05 
1650.00 	2.834E-05 
1700.00 	2.356E-05 
1750.00 	1.963E-05 
1800.00 	1.640E-05 
1850.00 	1.372E-05 
1900.00 	1.151E-05 
1950.00 	9.669E-06 
2000.00 	8.137E-06 
