# Analytical results are taken from results 
# found in arXiv:hep-th/0303162, 
# arXiv:hep-ph/0311145 and arXiv:hep-ph/0311186
#
0.4  -5.83906  3.86731
1.2  -2.37315  -0.095166
2.2  -1.53761  -0.48043
3.9  -3.03546  -0.289201
7.6  0.863043  -0.710441
9.0  0.736589  -0.394014
20.0  0.23425  0.0430393
