10.00 	1.041E-01 
15.00 	7.410E-02 
20.00 	5.568E-02 
30.00 	3.487E-02 
45.00 	1.980E-02 
70.00 	9.420E-03 
100.00 	4.678E-03 
150.00 	1.888E-03 
200.00 	9.290E-04 
300.00 	3.140E-04 
450.00 	9.390E-05 
700.00 	2.130E-05 
1000.00 	5.170E-06 
1500.00 	7.140E-07 
2000.00 	1.240E-07 
3000.00 	4.800E-09 
