10.00 	1.064E+02 
15.00 	6.773E+01 
20.00 	4.639E+01 
25.00 	3.336E+01 
30.00 	2.467E+01 
35.00 	1.879E+01 
40.00 	1.460E+01 
45.00 	1.156E+01 
50.00 	9.264E+00 
55.00 	7.527E+00 
60.00 	6.183E+00 
65.00 	5.119E+00 
70.00 	4.279E+00 
75.00 	3.611E+00 
80.00 	3.073E+00 
85.00 	2.628E+00 
90.00 	2.261E+00 
95.00 	1.959E+00 
100.00 	1.704E+00 
105.00 	1.490E+00 
110.00 	1.309E+00 
115.00 	1.155E+00 
120.00 	1.024E+00 
125.00 	9.095E-01 
130.00 	8.118E-01 
135.00 	7.262E-01 
140.00 	6.514E-01 
145.00 	5.856E-01 
150.00 	5.279E-01 
160.00 	4.318E-01 
170.00 	3.560E-01 
180.00 	2.951E-01 
190.00 	2.455E-01 
200.00 	2.054E-01 
210.00 	1.722E-01 
220.00 	1.449E-01 
230.00 	1.223E-01 
240.00 	1.034E-01 
250.00 	8.773E-02 
260.00 	7.478E-02 
270.00 	6.406E-02 
280.00 	5.507E-02 
290.00 	4.761E-02 
300.00 	4.132E-02 
310.00 	3.601E-02 
320.00 	3.154E-02 
330.00 	2.771E-02 
340.00 	2.447E-02 
350.00 	2.173E-02 
360.00 	1.940E-02 
370.00 	1.738E-02 
380.00 	1.562E-02 
390.00 	1.409E-02 
400.00 	1.273E-02 
410.00 	1.154E-02 
420.00 	1.049E-02 
430.00 	9.558E-03 
440.00 	8.722E-03 
450.00 	7.980E-03 
460.00 	7.317E-03 
470.00 	6.719E-03 
480.00 	6.179E-03 
490.00 	5.695E-03 
500.00 	5.256E-03 
550.00 	3.601E-03 
600.00 	2.544E-03 
650.00 	1.844E-03 
700.00 	1.364E-03 
750.00 	1.027E-03 
800.00 	7.842E-04 
850.00 	6.061E-04 
900.00 	4.743E-04 
950.00 	3.740E-04 
1000.00 	2.977E-04 
1050.00 	2.385E-04 
1100.00 	1.922E-04 
1150.00 	1.559E-04 
1200.00 	1.273E-04 
1250.00 	1.043E-04 
1300.00 	8.583E-05 
1350.00 	7.083E-05 
1400.00 	5.875E-05 
1450.00 	4.885E-05 
1500.00 	4.078E-05 
1550.00 	3.404E-05 
1600.00 	2.865E-05 
1650.00 	2.408E-05 
1700.00 	2.031E-05 
1750.00 	1.718E-05 
1800.00 	1.455E-05 
1850.00 	1.234E-05 
1900.00 	1.050E-05 
1950.00 	8.934E-06 
2000.00 	7.639E-06 
